customer_id,rfm_label,first_category_display,first_channel_display,winning_path_score,value_12m_proxy,margin_12m_proxy,days_since_last,conversion_alignment
-4.6532e+17,Loyal,Fragrance,Estore,85.7,671.47,540.51,33,New pattern to test
-5.43576e+18,At Risk,Mixed Basket (Make Up + 5 others),Store,85.7,610.5,583.32,62,Channel aligned
-5.5206e+18,Champions,Mixed Basket (Make Up + 2 others),Store,85.7,607.1,533.8100000000001,17,Channel aligned
7.49073e+18,At Risk,Mixed Basket (Skincare + 11 others),Store,85.7,571.0,571.0,269,Channel aligned
7.11488e+18,Loyal,Make Up,Store,85.7,568.28,411.59,16,Category and channel aligned
4.67689e+18,Loyal,Make Up,Store,85.7,561.23,469.81,5,Category and channel aligned
-2.52596e+18,Loyal,Make Up,Store,85.7,558.01,731.52,9,Category and channel aligned
-3.90141e+18,Champions,Mixed Basket (Make Up + 6 others),Estore,85.7,551.5999999999999,551.5999999999999,161,New pattern to test
2.52834e+18,Loyal,Make Up,Store,85.7,549.74,420.74,1,Category and channel aligned
7.50433e+18,Loyal,Others,Store,85.7,535.62,520.48,22,Channel aligned
7.75823e+18,Loyal,Make Up,Store,85.7,521.32,454.22,32,Category and channel aligned
5.7437e+18,Loyal,Fragrance,Store,85.7,516.1800000000001,675.3800000000001,14,Channel aligned
5.5196e+18,Promising,Make Up,Store,85.7,498.73,470.87,167,Category and channel aligned
-2.8505e+18,Loyal,Make Up,Store,85.7,495.53999999999996,452.96,60,Category and channel aligned
5.47338e+18,Loyal,Skincare,Store,85.7,490.42,478.08000000000004,8,Channel aligned
9.1243e+17,Loyal,Make Up,Store,85.7,485.03000000000003,440.08000000000004,21,Category and channel aligned
5.39072e+18,Loyal,Make Up,Store,85.7,453.76,434.13,25,Category and channel aligned
-8.90527e+18,Loyal,Make Up,Store,85.7,370.05,361.76,9,Category and channel aligned
3.22398e+18,Recent,Fragrance,Store,85.7,364.0,306.0,11,Channel aligned
-7.56156e+18,Promising,Fragrance,Store,85.7,334.8,258.6,329,Channel aligned
4.93307e+18,Recent,Mixed Basket (Haircare + 1 others),Store,85.7,329.25,407.71,4,Channel aligned
2.87861e+18,Loyal,Make Up,Store,85.7,280.96,387.03,54,Category and channel aligned
-1.02371e+18,Recent,Fragrance,Estore,85.7,272.78999999999996,302.78999999999996,11,New pattern to test
4.78381e+18,Recent,Fragrance,Store,85.7,266.55,323.3,215,Channel aligned
-1.48518e+18,Recent,Skincare,Store,85.7,250.18,237.70000000000002,20,Channel aligned
-7.33658e+18,Potential Loyalist,Haircare,Estore,85.7,242.21,282.51,18,New pattern to test
3.17852e+18,Potential Loyalist,Skincare,Store,85.7,238.41,234.01,1,Channel aligned
-8.45343e+18,Recent,Fragrance,Store,85.7,232.96,282.96000000000004,91,Channel aligned
5.30715e+18,Potential Loyalist,Fragrance,Estore,85.7,229.09,237.39000000000001,25,New pattern to test
9.11566e+18,Potential Loyalist,Fragrance,Estore,85.7,221.41,186.03,17,New pattern to test
-7.25353e+18,Need Attention,Make Up,Store,85.7,217.77,317.77,7,Category and channel aligned
-1.52429e+18,At Risk,Mixed Basket (Make Up + 2 others),Estore,85.7,184.0,184.0,44,New pattern to test
8.69173e+18,Recent,Others,Store,85.7,172.79999999999998,199.80999999999997,24,Channel aligned
2.53284e+18,At Risk,Fragrance,Store,85.7,172.1,241.2,18,Channel aligned
3.84129e+18,About to Sleep,Make Up,Store,85.7,109.95,159.95,25,Category and channel aligned
-7.30548e+18,At Risk,Mixed Basket (Skincare + 6 others),Store,85.6,1311.3,1131.8,361,Channel aligned
4.26109e+18,Champions,Skincare,Store,85.6,867.15,742.3399999999999,39,Channel aligned
3.69279e+18,Champions,Fragrance,Store,85.6,859.77,784.76,8,Channel aligned
8.54951e+18,Champions,Skincare,Store,85.6,849.05,779.52,24,Channel aligned
-1.53965e+18,Champions,Fragrance,Estore,85.6,837.79,647.76,5,New pattern to test
6.11743e+18,Champions,Haircare,Estore,85.6,827.0899999999999,609.4099999999999,21,New pattern to test
3.98391e+18,Champions,Skincare,Store,85.6,776.08,691.44,24,Channel aligned
8.32085e+18,Champions,Make Up,Store,85.6,763.8,642.1099999999999,12,Category and channel aligned
-6.94788e+18,Champions,Make Up,Store,85.6,738.52,695.62,33,Category and channel aligned
2.43294e+18,Champions,Fragrance,Estore,85.6,699.69,560.69,16,New pattern to test
8.87573e+18,Champions,Make Up,Store,85.6,690.45,553.27,58,Category and channel aligned
6.24639e+18,Champions,Skincare,Store,85.6,658.78,556.2099999999999,4,Channel aligned
1.77572e+18,Champions,Make Up,Store,85.6,648.37,554.05,11,Category and channel aligned
8.68878e+18,Champions,Make Up,Store,85.6,647.14,590.9399999999999,33,Category and channel aligned
5.21005e+18,Loyal,Make Up,Store,85.6,618.02,512.22,33,Category and channel aligned
8.95119e+18,Loyal,Fragrance,Store,85.6,572.99,499.62,25,Channel aligned
5.55296e+18,Promising,Make Up,Store,85.6,572.97,572.97,267,Category and channel aligned
5.18745e+18,Loyal,Make Up,Store,85.6,555.9399999999999,470.2199999999999,25,Category and channel aligned
3.08705e+18,Loyal,Mixed Basket (Skincare + 1 others),Store,85.6,545.83,469.13000000000005,32,Channel aligned
8.44575e+18,Loyal,Make Up,Store,85.6,534.32,495.37000000000006,9,Category and channel aligned
3.54627e+18,At Risk,Mixed Basket (Make Up + 6 others),Store,85.6,525.31,493.05999999999995,320,Channel aligned
-2.79843e+18,Champions,Haircare,Store,85.6,494.35,478.75,151,Channel aligned
6.29145e+18,Loyal,Make Up,Store,85.6,489.50000000000006,421.6500000000001,1,Category and channel aligned
2.5848e+18,At Risk,Mixed Basket (Make Up + 7 others),Store,85.6,477.97,467.98,162,Channel aligned
2.23665e+18,Loyal,Others,Store,85.6,477.53,463.19,28,Channel aligned
-3.07173e+17,Champions,Make Up,Store,85.6,467.63,409.38,111,Category and channel aligned
8.81177e+18,Loyal,Haircare,Estore,85.6,462.14,408.18,32,New pattern to test
-5.93389e+18,Loyal,Haircare,Estore,85.6,446.92,422.14,5,New pattern to test
4.12403e+18,Loyal,Mixed Basket (Skincare + 3 others),Store,85.6,445.76,398.31,8,Channel aligned
9.03988e+17,Champions,Make Up,Estore,85.6,416.09,416.80999999999995,186,Category aligned
6.80211e+18,Loyal,Mixed Basket (Skincare + 3 others),Store,85.6,408.95,406.05,77,Channel aligned
-3.17764e+18,Loyal,Make Up,Store,85.6,375.73,365.83000000000004,32,Category and channel aligned
-9.11332e+18,Recent,Skincare,Estore,85.6,331.98,331.98,97,New pattern to test
6.73501e+18,Promising,Skincare,Estore,85.6,281.86,209.54000000000002,11,New pattern to test
-8.26377e+18,Promising,Fragrance,Store,85.6,241.9,186.9,30,Channel aligned
-7.47676e+18,Promising,Fragrance,Store,85.6,237.3,204.60000000000002,152,Channel aligned
8.1837e+17,Promising,Mixed Basket (Skincare + 1 others),Store,85.6,210.88,203.98,356,Channel aligned
-7.72423e+17,At Risk,Mixed Basket (Skincare + 2 others),Store,85.6,208.88,203.88,77,Channel aligned
5.83533e+18,Need Attention,Skincare,Store,85.6,194.51,264.11,16,Channel aligned
8.16564e+18,Recent,Fragrance,Store,85.6,166.88,216.88,242,Channel aligned
1.55754e+18,Potential Loyalist,Others,Store,85.6,164.53,172.08,10,Channel aligned
7.69083e+18,Need Attention,Make Up,Store,85.6,162.0,262.0,7,Category and channel aligned
3.49624e+18,About to Sleep,Fragrance,Estore,85.6,90.0,145.0,20,New pattern to test
-5.63806e+17,At Risk,Mixed Basket (Make Up + 12 others),Store,85.5,1101.77,1028.15,203,Channel aligned
4.07213e+18,Champions,Fragrance,Store,85.5,917.06,670.5,19,Channel aligned
-9.20678e+17,Champions,Haircare,Store,85.5,816.96,636.83,39,Channel aligned
-8.02244e+17,Champions,Make Up,Store,85.5,811.29,674.8,42,Category and channel aligned
6.87272e+18,Champions,Fragrance,Store,85.5,783.87,744.12,2,Channel aligned
-6.43497e+18,Loyal,Skincare,Store,85.5,772.87,683.9300000000001,28,Channel aligned
4.26444e+18,Champions,Fragrance,Estore,85.5,771.18,705.77,10,New pattern to test
-3.02062e+18,Champions,Make Up,Store,85.5,757.98,666.59,16,Category and channel aligned
-4.49357e+18,At Risk,Mixed Basket (Make Up + 15 others),Store,85.5,757.2,752.2,119,Channel aligned
3.87081e+18,Champions,Make Up,Estore,85.5,714.56,595.93,17,Category aligned
-2.94498e+18,Champions,Make Up,Store,85.5,687.1700000000001,564.82,44,Category and channel aligned
3.82464e+18,Champions,Haircare,Estore,85.5,653.77,505.91999999999996,33,New pattern to test
3.5784e+18,Champions,Mixed Basket (Make Up + 3 others),Store,85.5,653.11,593.46,26,Channel aligned
-7.57914e+18,Loyal,Make Up,Store,85.5,641.24,793.35,13,Category and channel aligned
-5.81822e+18,Champions,Make Up,Store,85.5,635.23,581.07,1,Category and channel aligned
6.21297e+18,Loyal,Make Up,Estore,85.5,610.96,601.38,23,Category aligned
-6.67346e+18,Loyal,Make Up,Store,85.5,596.0699999999999,543.9799999999999,5,Category and channel aligned
7.1758e+18,Loyal,Fragrance,Store,85.5,595.96,505.72,10,Channel aligned
4.66133e+18,Loyal,Skincare,Store,85.5,590.65,539.72,15,Channel aligned
3.7534e+18,Loyal,Make Up,Store,85.5,577.16,534.8399999999999,4,Category and channel aligned
-7.92134e+18,Champions,Fragrance,Estore,85.5,566.04,388.51,37,New pattern to test
3.36201e+17,Loyal,Skincare,Store,85.5,560.53,529.8299999999999,5,Channel aligned
-5.07749e+18,Loyal,Skincare,Store,85.5,502.6,491.5,25,Channel aligned
-3.39395e+18,Loyal,Make Up,Store,85.5,502.53000000000003,466.79,62,Category and channel aligned
-3.777e+18,Loyal,Make Up,Estore,85.5,497.44,420.44,7,Category aligned
-7.99982e+18,Loyal,Make Up,Estore,85.5,485.63,484.13,32,Category aligned
-2.43091e+18,Loyal,Skincare,Store,85.5,458.08,358.17999999999995,26,Channel aligned
3.89805e+18,Potential Loyalist,Make Up,Store,85.5,454.08,394.33,8,Category and channel aligned
-4.81822e+18,At Risk,Mixed Basket (Skincare + 8 others),Store,85.5,410.68,410.68,152,Channel aligned
-6.80273e+18,Promising,Fragrance,Store,85.5,389.23,507.48,8,Channel aligned
-6.9851e+18,Potential Loyalist,Mixed Basket (Skincare + 2 others),Store,85.5,368.15,507.45,18,Channel aligned
2.47027e+18,Loyal,Skincare,Estore,85.5,363.95,354.15,35,New pattern to test
-6.77927e+18,Recent,Make Up,Store,85.5,352.62,342.12,4,Category and channel aligned
-6.36983e+18,Recent,Make Up,Store,85.5,350.67,505.68,4,Category and channel aligned
3.03129e+18,At Risk,Mixed Basket (Make Up + 2 others),Store,85.5,345.6,340.6,152,Channel aligned
-3.31635e+18,Loyal,Skincare,Store,85.5,277.8,266.75,36,Channel aligned
9.06064e+18,Recent,Others,Store,85.5,258.5,313.5,9,Channel aligned
-6.46737e+18,Potential Loyalist,Mixed Basket (Make Up + 3 others),Estore,85.5,189.54,233.69,1,New pattern to test
4.7619e+17,Potential Loyalist,Make Up,Store,85.5,187.9,182.9,13,Category and channel aligned
6.10942e+18,Need Attention,Others,Store,85.5,182.8,262.8,0,Channel aligned
2.32217e+18,Need Attention,Mixed Basket (Make Up + 1 others),Store,85.5,182.48000000000002,175.08,39,Channel aligned
-6.78514e+18,Potential Loyalist,Mixed Basket (Make Up + 1 others),Store,85.5,177.24,247.54000000000002,10,Channel aligned
-3.99324e+18,Need Attention,Make Up,Store,85.5,174.89,234.89,0,Category and channel aligned
-5.45934e+17,Potential Loyalist,Make Up,Store,85.5,169.76,169.76,17,Category and channel aligned
-6.54109e+18,Potential Loyalist,Make Up,Estore,85.5,147.27,167.65,52,Category aligned
-9.08377e+18,Need Attention,Others,Store,85.5,107.49000000000001,157.49,333,Channel aligned
-9.0374e+18,About to Sleep,Fragrance,Store,85.5,102.0,152.0,179,Channel aligned
3.96018e+18,Champions,Skincare,Store,85.4,874.1400000000001,818.94,1,Channel aligned
-8.79231e+18,Champions,Mixed Basket (Make Up + 7 others),Estore,85.4,852.5900000000001,593.0100000000002,30,New pattern to test
-3.96533e+18,Champions,Make Up,Estore,85.4,821.27,740.0699999999999,18,Category aligned
-2.07857e+18,Champions,Skincare,Store,85.4,785.26,644.7,1,Channel aligned
-2.92227e+17,Champions,Mixed Basket (Make Up + 1 others),Store,85.4,784.12,654.87,5,Channel aligned
-5.48927e+18,Champions,Fragrance,Store,85.4,779.88,681.79,19,Channel aligned
-6.89702e+18,Champions,Skincare,Estore,85.4,687.37,644.07,17,New pattern to test
-8.56171e+17,Champions,Make Up,Store,85.4,649.42,577.8699999999999,11,Category and channel aligned
-4.72351e+18,Champions,Skincare,Store,85.4,621.05,585.65,100,Channel aligned
-3.40282e+18,Champions,Mixed Basket (Skincare + 3 others),Store,85.4,618.22,393.12,33,Channel aligned
6.25402e+18,Loyal,Skincare,Store,85.4,614.83,585.96,5,Channel aligned
2.91803e+18,Promising,Mixed Basket (Make Up + 6 others),Store,85.4,594.9,564.93,177,Channel aligned
5.83576e+17,Loyal,Make Up,Store,85.4,594.6899999999999,511.54999999999995,53,Category and channel aligned
-7.79524e+18,Champions,Make Up,Store,85.4,590.42,522.77,31,Category and channel aligned
3.15661e+18,Loyal,Make Up,Estore,85.4,581.02,489.07,7,Category aligned
9.0754e+18,Loyal,Make Up,Store,85.4,579.86,504.56,30,Category and channel aligned
-2.6003e+18,Loyal,Haircare,Store,85.4,563.89,476.03,0,Channel aligned
-8.02414e+18,Loyal,Skincare,Store,85.4,550.1800000000001,461.74000000000007,25,Channel aligned
1.72994e+18,Loyal,Make Up,Store,85.4,549.79,423.28999999999996,30,Category and channel aligned
-3.59409e+18,Loyal,Make Up,Store,85.4,547.2,498.76000000000005,2,Category and channel aligned
-4.68829e+17,Promising,Make Up,Estore,85.4,491.8,491.8,9,Category aligned
-9.92459e+17,Loyal,Skincare,Store,85.4,479.63,412.09000000000003,30,Channel aligned
4.21952e+18,Loyal,Make Up,Estore,85.4,479.49,450.54,109,Category aligned
-7.51106e+18,Loyal,Make Up,Store,85.4,477.95,383.2,28,Category and channel aligned
-8.64401e+18,Loyal,Haircare,Store,85.4,463.22999999999996,394.30999999999995,16,Channel aligned
-7.68693e+18,Loyal,Skincare,Store,85.4,432.49,406.1,20,Channel aligned
-3.0439e+18,Loyal,Mixed Basket (Make Up + 1 others),Store,85.4,424.85999999999996,378.93999999999994,18,Channel aligned
7.55187e+18,At Risk,Mixed Basket (Make Up + 5 others),Store,85.4,406.57,401.57,120,Channel aligned
4.08658e+18,Loyal,Make Up,Store,85.4,403.15999999999997,368.46,32,Category and channel aligned
-4.57663e+18,Loyal,Make Up,Store,85.4,380.96,366.59,23,Category and channel aligned
-1.2616e+18,At Risk,Mixed Basket (Skincare + 4 others),Store,85.4,328.76,328.76,104,Channel aligned
7.34624e+18,Loyal,Make Up,Store,85.4,307.08,321.28999999999996,87,Category and channel aligned
7.06855e+18,At Risk,Fragrance,Estore,85.4,304.98,207.98000000000002,150,New pattern to test
-2.98244e+18,Recent,Fragrance,Store,85.4,296.34,204.79999999999998,36,Channel aligned
-6.6901e+18,Potential Loyalist,Skincare,Store,85.4,210.85,287.96,84,Channel aligned
-6.66769e+18,Recent,Others,Store,85.4,198.93,298.93,79,Channel aligned
6.3047e+18,Promising,Skincare,Store,85.4,193.45,193.45,27,Channel aligned
-4.97779e+18,Promising,Fragrance,Estore,85.4,186.5,191.0,21,New pattern to test
-1.27297e+18,At Risk,Others,Store,85.4,161.15,203.3,259,Channel aligned
4.9978e+18,At Risk,Mixed Basket (Haircare + 5 others),Store,85.4,153.94,143.94,19,Channel aligned
-8.88469e+18,At Risk,Haircare,Store,85.4,136.0,196.0,9,Channel aligned
8.11539e+18,About to Sleep,Make Up,Store,85.4,101.88,151.88,84,Category and channel aligned
2.51767e+18,At Risk,Others,Store,85.4,89.92,139.94,194,Channel aligned
2.85847e+18,About to Sleep,Others,Store,85.4,45.99,75.99000000000001,72,Channel aligned
9.16228e+18,Champions,Make Up,Estore,85.3,4889.56,5292.070000000001,24,Category aligned
1.06787e+18,Champions,Mixed Basket (Skincare + 2 others),Store,85.3,949.91,846.23,39,Channel aligned
9.46628e+17,Champions,Make Up,Store,85.3,916.84,761.04,32,Category and channel aligned
-5.69707e+18,Champions,Make Up,Store,85.3,853.93,628.93,68,Category and channel aligned
-2.71847e+18,Champions,Skincare,Estore,85.3,843.28,745.73,9,New pattern to test
-1.97692e+18,Champions,Make Up,Store,85.3,827.61,742.45,20,Category and channel aligned
-6.3631e+18,Champions,Make Up,Store,85.3,797.21,716.77,32,Category and channel aligned
7.33176e+17,Champions,Skincare,Store,85.3,792.08,620.1,56,Channel aligned
3.77742e+18,Champions,Make Up,Estore,85.3,782.71,745.2800000000001,3,Category aligned
3.66822e+18,Champions,Make Up,Store,85.3,769.81,550.5999999999999,7,Category and channel aligned
-9.06603e+18,Champions,Make Up,Store,85.3,751.26,561.76,52,Category and channel aligned
8.64255e+18,Champions,Skincare,Store,85.3,740.23,679.98,32,Channel aligned
2.49735e+18,Champions,Fragrance,Store,85.3,739.11,601.96,42,Channel aligned
3.53436e+18,Loyal,Skincare,Store,85.3,726.81,1047.8799999999999,77,Channel aligned
-6.45604e+18,At Risk,Mixed Basket (Make Up + 1 others),Store,85.3,694.74,694.74,282,Channel aligned
-4.96455e+18,Champions,Make Up,Store,85.3,682.5799999999999,622.6399999999999,74,Category and channel aligned
5.81509e+18,Champions,Make Up,Store,85.3,676.61,590.6800000000001,17,Category and channel aligned
3.65211e+18,Champions,Skincare,Store,85.3,643.49,551.96,8,Channel aligned
7.17448e+18,Champions,Fragrance,Store,85.3,640.5799999999999,579.3,31,Channel aligned
4.7252e+18,Loyal,Haircare,Store,85.3,619.1800000000001,569.5200000000001,25,Channel aligned
1.34269e+18,Champions,Make Up,Estore,85.3,618.19,577.35,9,Category aligned
-7.51427e+18,Champions,Skincare,Estore,85.3,616.27,528.86,11,New pattern to test
-6.12856e+18,Champions,Make Up,Store,85.3,605.27,493.74,9,Category and channel aligned
3.79122e+18,Promising,Mixed Basket (Make Up + 8 others),Store,85.3,581.5,559.0,58,Channel aligned
9.11889e+18,Loyal,Make Up,Store,85.3,577.64,576.39,9,Category and channel aligned
7.80498e+18,Loyal,Fragrance,Store,85.3,558.32,447.00000000000006,0,Channel aligned
-3.6951e+18,At Risk,Mixed Basket (Make Up + 13 others),Store,85.3,534.9000000000001,475.2000000000001,342,Channel aligned
-7.13285e+18,Loyal,Skincare,Estore,85.3,522.85,480.62,12,New pattern to test
4.17607e+18,Loyal,Fragrance,Store,85.3,514.78,474.67999999999995,16,Channel aligned
-2.26816e+18,Loyal,Others,Store,85.3,511.2,565.5699999999999,12,Channel aligned
-4.54095e+18,Loyal,Mixed Basket (Others + 1 others),Store,85.3,501.2,455.61,7,Channel aligned
-7.01146e+18,Champions,Skincare,Store,85.3,498.43,439.5,42,Channel aligned
5.90735e+18,Loyal,Make Up,Store,85.3,495.71,453.44,19,Category and channel aligned
1.79496e+18,Loyal,Haircare,Estore,85.3,470.48,397.47,11,New pattern to test
-1.13537e+17,Loyal,Skincare,Estore,85.3,445.47,421.67,67,New pattern to test
-8.24614e+18,Loyal,Fragrance,Estore,85.3,437.76,404.86,22,New pattern to test
-3.28142e+18,Loyal,Mixed Basket (Skincare + 6 others),Estore,85.3,437.57,435.46999999999997,66,New pattern to test
-8.0626e+18,Loyal,Skincare,Store,85.3,422.15999999999997,392.51,14,Channel aligned
-8.68414e+18,Loyal,Skincare,Store,85.3,419.86,424.28000000000003,18,Channel aligned
1.02576e+18,Loyal,Mixed Basket (Skincare + 2 others),Estore,85.3,419.37,371.63,0,New pattern to test
-8.79649e+18,Loyal,Mixed Basket (Make Up + 7 others),Store,85.3,410.0,387.57,12,Channel aligned
-4.9002e+18,Loyal,Make Up,Store,85.3,389.91,367.98,23,Category and channel aligned
4.83688e+18,Potential Loyalist,Fragrance,Store,85.3,377.34000000000003,526.84,8,Channel aligned
-4.28233e+18,At Risk,Fragrance,Store,85.3,365.75,300.5,84,Channel aligned
-8.28689e+18,Loyal,Fragrance,Store,85.3,362.94,377.1,12,Channel aligned
-6.44255e+18,Loyal,Skincare,Store,85.3,348.01,319.18,34,Channel aligned
4.91366e+17,Promising,Fragrance,Store,85.3,301.74,269.49,31,Channel aligned
9.0428e+18,Promising,Fragrance,Estore,85.3,262.5,232.0,217,New pattern to test
8.13214e+18,Potential Loyalist,Make Up,Store,85.3,238.84,318.84000000000003,174,Category and channel aligned
6.76196e+18,Promising,Others,Store,85.3,213.24,261.49,25,Channel aligned
4.37846e+18,Need Attention,Fragrance,Store,85.3,196.0,272.0,33,Channel aligned
8.32313e+17,Promising,Make Up,Store,85.3,179.98,179.98,13,Category and channel aligned
7.10768e+18,Recent,Haircare,Store,85.3,169.9,169.9,19,Channel aligned
1.45939e+17,Potential Loyalist,Skincare,Store,85.3,169.88,191.9,31,Channel aligned
-8.59974e+18,Recent,Mixed Basket (Haircare + 3 others),Estore,85.3,167.29000000000002,154.81000000000003,57,New pattern to test
-9.6224e+17,About to Sleep,Make Up,Store,85.3,96.48,146.48000000000002,75,Category and channel aligned
2.02083e+18,Recent,Fragrance,Store,85.3,69.9,109.9,54,Channel aligned
6.66988e+18,Champions,Make Up,Store,85.2,1529.21,1731.8600000000001,8,Category and channel aligned
3.27354e+18,Champions,Fragrance,Store,85.2,1083.63,1361.6100000000001,22,Channel aligned
-6.88943e+18,Champions,Fragrance,Store,85.2,944.6,812.2,21,Channel aligned
3.00895e+18,Champions,Make Up,Store,85.2,866.01,769.66,8,Category and channel aligned
-7.97129e+18,Champions,Make Up,Store,85.2,789.86,602.04,30,Category and channel aligned
-4.2115e+18,Champions,Make Up,Store,85.2,752.01,605.13,31,Category and channel aligned
9.14447e+18,Champions,Make Up,Store,85.2,745.46,674.38,30,Category and channel aligned
-4.85309e+18,Champions,Skincare,Store,85.2,704.5,514.72,23,Channel aligned
5.84442e+18,Champions,Mixed Basket (Make Up + 2 others),Estore,85.2,689.48,476.13,144,New pattern to test
-7.12337e+18,Champions,Make Up,Store,85.2,657.41,613.01,98,Category and channel aligned
-1.16352e+17,Champions,Make Up,Store,85.2,650.0,585.3,18,Category and channel aligned
4.41836e+18,Champions,Skincare,Estore,85.2,643.84,604.89,74,New pattern to test
-7.26112e+18,Champions,Fragrance,Store,85.2,641.55,543.38,23,Channel aligned
-4.75244e+18,Champions,Skincare,Store,85.2,637.86,503.97,18,Channel aligned
-7.50791e+18,At Risk,Mixed Basket (Skincare + 1 others),Store,85.2,626.4,580.41,128,Channel aligned
-5.95131e+18,Loyal,Others,Store,85.2,620.36,686.83,7,Channel aligned
4.33083e+18,Champions,Make Up,Store,85.2,601.42,551.62,48,Category and channel aligned
-3.17426e+18,Loyal,Fragrance,Estore,85.2,588.39,530.13,30,New pattern to test
3.03244e+18,Loyal,Fragrance,Store,85.2,582.02,441.17999999999995,20,Channel aligned
6.78486e+18,Loyal,Fragrance,Store,85.2,573.56,678.31,4,Channel aligned
5.12829e+18,At Risk,Mixed Basket (Make Up + 10 others),Store,85.2,572.37,425.65,30,Channel aligned
-4.68491e+18,Loyal,Fragrance,Store,85.2,542.6700000000001,524.48,86,Channel aligned
-6.67578e+18,Loyal,Make Up,Store,85.2,533.41,505.46999999999997,15,Category and channel aligned
-3.2162e+18,Promising,Make Up,Estore,85.2,522.1,522.1,9,Category aligned
2.59506e+18,Loyal,Mixed Basket (Make Up + 4 others),Store,85.2,501.8,448.76,45,Channel aligned
-1.19995e+18,Loyal,Haircare,Store,85.2,476.0,402.63,31,Channel aligned
-7.40375e+18,Champions,Mixed Basket (Skincare + 9 others),Store,85.2,464.62000000000006,410.69000000000005,35,Channel aligned
-1.18125e+18,Recent,Make Up,Store,85.2,462.79,376.49,30,Category and channel aligned
6.43958e+18,Recent,Fragrance,Store,85.2,457.71000000000004,412.46000000000004,9,Channel aligned
-3.2142e+18,Recent,Skincare,Estore,85.2,457.23,428.06,232,New pattern to test
-1.44434e+17,Loyal,Haircare,Store,85.2,428.96,428.96,63,Channel aligned
-3.80029e+18,Loyal,Skincare,Store,85.2,410.57,395.38,1,Channel aligned
-3.95063e+18,Recent,Mixed Basket (Make Up + 5 others),Store,85.2,403.09000000000003,390.49,9,Channel aligned
7.13325e+18,Promising,Fragrance,Estore,85.2,378.25,465.5,11,New pattern to test
6.06805e+18,Recent,Haircare,Store,85.2,344.77,463.57,5,Channel aligned
-1.18245e+18,Promising,Fragrance,Store,85.2,318.59,426.18999999999994,26,Channel aligned
-9.13601e+18,Potential Loyalist,Make Up,Store,85.2,295.45000000000005,445.45000000000005,54,Category and channel aligned
7.88402e+18,Loyal,Skincare,Store,85.2,278.40999999999997,303.53,83,Channel aligned
2.4627e+18,Loyal,Skincare,Estore,85.2,269.4,269.4,146,New pattern to test
-6.79765e+18,Potential Loyalist,Make Up,Store,85.2,263.85,292.85,15,Category and channel aligned
-8.87923e+18,Promising,Make Up,Store,85.2,249.71,219.13,33,Category and channel aligned
5.72859e+18,Loyal,Skincare,Estore,85.2,240.45999999999998,187.74999999999997,21,New pattern to test
-2.36773e+18,Potential Loyalist,Skincare,Store,85.2,234.92,309.91999999999996,11,Channel aligned
4.78236e+18,Recent,Skincare,Store,85.2,227.68,198.58,46,Channel aligned
3.75872e+18,Recent,Skincare,Store,85.2,222.78,184.28,11,Channel aligned
2.21145e+18,Loyal,Make Up,Store,85.2,210.18,207.19,131,Category and channel aligned
6.55504e+18,Recent,Mixed Basket (Skincare + 1 others),Store,85.2,183.0,233.0,0,Channel aligned
-7.26232e+18,Recent,Haircare,Store,85.2,179.85000000000002,179.85000000000002,12,Channel aligned
-4.2456e+18,Recent,Mixed Basket (Make Up + 1 others),Estore,85.2,169.9,169.9,11,New pattern to test
-1.82377e+18,Potential Loyalist,Make Up,Store,85.2,168.88,168.88,24,Category and channel aligned
-6.9173e+18,About to Sleep,Others,Store,85.2,107.52,143.12,31,Channel aligned
-1.20412e+18,About to Sleep,Skincare,Estore,85.2,76.0,107.0,25,New pattern to test
3.0711e+18,Champions,Fragrance,Store,85.1,1010.93,937.15,8,Channel aligned
-2.71205e+18,Champions,Make Up,Estore,85.1,896.26,826.42,1,Category aligned
2.67845e+18,Champions,Mixed Basket (Make Up + 1 others),Estore,85.1,879.65,808.17,7,New pattern to test
-5.16275e+18,Recent,Fragrance,Store,85.1,818.07,776.44,14,Channel aligned
2.47585e+18,Champions,Make Up,Estore,85.1,811.75,772.31,123,Category aligned
6.24633e+18,Champions,Make Up,Store,85.1,700.13,573.78,4,Category and channel aligned
-6.43712e+18,Champions,Mixed Basket (Skincare + 3 others),Estore,85.1,698.44,575.82,15,New pattern to test
8.94536e+18,Loyal,Make Up,Store,85.1,686.05,534.25,9,Category and channel aligned
3.86135e+18,Loyal,Skincare,Store,85.1,649.33,494.89000000000004,14,Channel aligned
-5.35112e+18,Champions,Skincare,Estore,85.1,644.82,542.8900000000001,22,New pattern to test
6.06125e+18,Promising,Make Up,Estore,85.1,642.1800000000001,523.46,85,Category aligned
4.35787e+18,Champions,Fragrance,Estore,85.1,624.56,544.56,34,New pattern to test
1.58992e+18,Champions,Make Up,Store,85.1,623.21,482.55000000000007,31,Category and channel aligned
8.67059e+18,Loyal,Skincare,Store,85.1,596.9,517.4,5,Channel aligned
6.00789e+18,Champions,Skincare,Estore,85.1,587.16,520.0999999999999,28,New pattern to test
3.15766e+18,Loyal,Skincare,Store,85.1,582.33,436.9200000000001,40,Channel aligned
4.32196e+18,Promising,Mixed Basket (Fragrance + 1 others),Store,85.1,581.98,581.98,186,Channel aligned
-6.92288e+18,Loyal,Make Up,Store,85.1,578.91,464.67999999999995,33,Category and channel aligned
